plot,date,plot.id,tree.id,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,prt.deep.char,killed.by,canopy.str,cone.op.cl,cone.ct,snag.cwd,decay,fall prior to fire,prefire.cwd,time.fall,stand.pre.mpb,stand.post.mpb,stand.post.fire,length,full.length,collected as CWD,basalarea,deletebcDECAY,missing data,doublelist,deleteb/c multiple pieces related to single stems,,
62,08/11/2016,TL0811M1,SW1,D,Y,NB,11.0,6,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SW2,D,Y,NB,12.0,5,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SW3,D,NC,NB,11.5,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SW4,D,N,N,10.0,12,100,1,,FIRE,partial,open,100,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NE1,D,N,N,15.5,12.5,100,1,,FIRE,partial,open,400,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NE2,D,NC,NB,17.0,10,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NE3,D,NC,NB,14.0,10,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NW1,D,NC,NB,19.5,10,100,3,100,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NW2,D,NC,NB,17.5,10,100,3,100,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,NW3,D,NC,NB,12.0,8,100,3,100,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,SE1,D,NC,NB,28.0,1.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,SE2,D,NC,NB,15.5,5.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,SW1,D,N,N,17.0,12,80,1,,FIRE,full,open,800,snag,,,N,,,,,,,,,,,,,,
63,08/11/2016,TL0811H1,SW2,D,NC,NB,13.0,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
